Местное время в Бохане;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
07.10.2019 11:00;01.мар;732.1;773.6;;84;;;;;; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;600-1000;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";;50.0;-1.1;;;;;;
07.10.2019 14:00;02.июл;730.9;772.1;;84;;;;;; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;50.0;0.2;;;;;;
07.10.2019 17:00;05.апр;729.0;769.6;;80;;;;;; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;02.янв;;;;;;
07.10.2019 20:00;1.0;727.9;769.2;;93;;;;;; ;;;;05.июл;;;2500 или более, или облаков нет.;;;;0.0;Осадков нет;12;;;;
08.10.2019 2:00;-1.4;725.2;766.6;;96;;;;;; ;;;;;;;2500 или более, или облаков нет.;;;;-1.9;;;;;;
08.10.2019 5:00;-2.4;723.9;765.4;;96;;;;;; ;;;;;;;2500 или более, или облаков нет.;;;;-3.0;;;;;;
08.10.2019 8:00;-1.5;723.1;764.5;;94;;;;;; ;;;-2.5;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-2.3;Осадков нет;12;;;;
08.10.2019 11:00;05.апр;722.3;762.6;;81;;;;;; ;;;;;;;2500 или более, или облаков нет.;;;50.0;02.мар;;;;;;
08.10.2019 14:00;14.авг;720.7;759.4;;49;;;;;; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;60%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;04.фев;;;;;;
08.10.2019 17:00;13.апр;718.5;757.4;;52;;;;;; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";;50.0;03.июл;;;;;;
08.10.2019 20:00;11.авг;719.5;758.7;;65;;;;;; ;;;;14.сен;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;40%.;600-1000;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";;;05.мар;Осадков нет;12;;;;
08.10.2019 23:00;07.май;719.8;759.6;;85;;;;;;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;300-600;;;4.0;05.янв;;;;;;
09.10.2019 2:00;03.фев;722.4;763.0;;81;;;;11;;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;300-600;;;4.0;0.2;;;;;;
