"Местное время в Нерое";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.11.2017 14:00";"-8.4";"701.0";"";"";"83";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"29.11.2017 08:00";"-18.6";"700.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-22.9";"";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"29.11.2017 02:00";"-20.5";"702.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.11.2017 20:00";"-22.8";"702.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-19.5";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"28.11.2017 14:00";"-22.4";"702.0";"";"";"70";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"28.11.2017 08:00";"-30.5";"701.0";"";"";"74";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"-31.4";"";"";"";"";"";"";"";"";"0.9";"12";"";"";"";"";
"28.11.2017 02:00";"-26.5";"701.0";"";"";"74";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.11.2017 20:00";"-25.8";"702.0";"";"";"74";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-15.7";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"27.11.2017 14:00";"-20.2";"702.0";"";"";"60";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-28.2";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"27.11.2017 08:00";"-25.1";"700.0";"";"";"70";"Штиль, безветрие";"0";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"";"";"-25.2";"";"";"";"";"";"";"";"";"0.8";"12";"";"";"";"";
"27.11.2017 02:00";"-20.4";"694.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.11.2017 20:00";"-15.7";"687.0";"";"";"75";"Ветер, дующий с востока";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"0.1";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"26.11.2017 14:00";"-5.9";"680.0";"";"";"72";"Ветер, дующий с северо-запада";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"26.11.2017 08:00";"-14.1";"680.0";"";"";"95";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"-14.7";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"26.11.2017 02:00";"-12.0";"682.0";"";"";"95";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.11.2017 20:00";"-10.7";"688.0";"";"";"95";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"-4.1";"";"";"";"";"";"";"";"0.5";"12";"";"";"";"";
"25.11.2017 14:00";"-4.4";"692.0";"";"";"81";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"25.11.2017 08:00";"-8.2";"694.0";"";"";"";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-8.3";"";"";"";"";"";"";"";"";"7.0";"12";"";"";"";"";
"25.11.2017 02:00";"-7.3";"695.0";"";"";"";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.11.2017 20:00";"-7.2";"694.3";"768.4";"";"98";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-6.1";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"";"-7.4";"5.0";"12";"";"";"";"";
"24.11.2017 14:00";"-6.5";"695.0";"";"";"96";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"24.11.2017 08:00";"-7.0";"695.0";"";"";"98";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-7.2";"";"";"";"";"";"";"";"";"5.0";"12";"";"";"";"";
"24.11.2017 02:00";"-6.5";"695.0";"";"";"99";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.11.2017 20:00";"-6.6";"696.0";"";"";"99";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"-5.3";"";"";"";"";"";"";"";"4.0";"12";"";"";"";"";
"23.11.2017 14:00";"-5.6";"698.0";"";"";"97";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"23.11.2017 08:00";"-9.2";"698.0";"";"";"";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"-11.3";"";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"23.11.2017 02:00";"";"699.0";"";"";"";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег или ливневый дождь и снег. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.11.2017 20:00";"-5.8";"697.0";"";"";"95";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"-5.7";"";"";"";"";"";"";"";"3.0";"12";"";"";"";"";
"22.11.2017 14:00";"-5.9";"695.0";"";"";"94";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"22.11.2017 08:00";"-10.3";"698.0";"";"";"95";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-14.9";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"22.11.2017 02:00";"-14.6";"699.0";"";"";"90";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.11.2017 20:00";"-11.0";"699.0";"";"";"90";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"-6.4";"";"";"";"";"";"";"";"3.0";"12";"";"";"";"";
"21.11.2017 14:00";"-8.6";"699.0";"";"";"83";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"21.11.2017 08:00";"-11.1";"698.0";"";"";"86";"Штиль, безветрие";"0";"";"";"100%.";"Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ";"";"";"-11.6";"";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"21.11.2017 02:00";"-10.3";"697.0";"";"";"80";"Штиль, безветрие";"0";"";"";"70 – 80%.";"Снег с перерывами слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.11.2017 20:00";"-11.4";"695.9";"771.5";"";"85";"Штиль, безветрие";"0";"";"";"60%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-4.2";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"-13.4";"0.5";"12";"";"";"";"";
"20.11.2017 14:00";"-4.8";"695.0";"";"";"66";"Штиль, безветрие";"0";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"20.11.2017 08:00";"-12.2";"695.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-15.0";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"20.11.2017 02:00";"-12.7";"694.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.11.2017 20:00";"-13.6";"694.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-10.0";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"19.11.2017 14:00";"-12.8";"695.0";"";"";"70";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"19.11.2017 08:00";"-21.5";"696.0";"";"";"79";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"-21.7";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"19.11.2017 02:00";"-15.0";"698.0";"";"";"85";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.11.2017 20:00";"-10.4";"698.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-5.3";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"18.11.2017 14:00";"-10.5";"698.0";"";"";"75";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"18.11.2017 08:00";"-17.2";"699.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-18.2";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"18.11.2017 02:00";"-17.9";"699.0";"";"";"72";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.11.2017 20:00";"-16.7";"700.1";"777.8";"";"76";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-13.4";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"";"-19.9";"Осадков нет";"12";"";"";"";"";
"17.11.2017 14:00";"-16.6";"702.0";"";"";"65";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"17.11.2017 08:00";"-26.8";"703.0";"";"";"74";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"-29.3";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"17.11.2017 02:00";"-28.6";"705.0";"";"";"75";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.11.2017 20:00";"-24.3";"704.0";"";"";"75";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"-13.8";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"16.11.2017 14:00";"-15.2";"703.0";"";"";"60";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-26.3";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"16.11.2017 08:00";"-25.5";"703.0";"";"";"74";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-25.6";"";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"16.11.2017 02:00";"-21.5";"700.0";"";"";"80";"Штиль, безветрие";"0";"";"";"40%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.11.2017 20:00";"-16.9";"697.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"-11.4";"";"";"";"";"";"";"";"0.9";"12";"";"";"";"";
"15.11.2017 14:00";"-11.9";"694.0";"";"";"70";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";"";
"15.11.2017 08:00";"-15.4";"692.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-18.1";"";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"15.11.2017 02:00";"-17.7";"693.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.11.2017 20:00";"-14.9";"693.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-13.2";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"14.11.2017 14:00";"-16.0";"695.0";"";"";"75";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"14.11.2017 08:00";"-28.3";"697.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-28.6";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"14.11.2017 02:00";"-27.7";"698.0";"";"";"80";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.11.2017 20:00";"-22.3";"698.0";"";"";"79";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"-17.4";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"13.11.2017 14:00";"-21.2";"698.0";"";"";"60";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"13.11.2017 08:00";"-31.8";"700.0";"";"";"75";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"-31.9";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"13.11.2017 02:00";"-28.6";"701.0";"";"";"75";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.11.2017 20:00";"-18.2";"701.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-14.2";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"12.11.2017 14:00";"-14.4";"699.0";"";"";"75";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-20.5";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"12.11.2017 08:00";"-20.0";"692.0";"";"";"80";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"-20.1";"";"";"";"";"";"";"";"";"0.7";"12";"";"";"";"";
"12.11.2017 02:00";"-14.5";"695.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.11.2017 20:00";"-9.2";"691.0";"";"";"79";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-4.6";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"11.11.2017 14:00";"-7.4";"690.0";"";"";"79";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-13.0";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"11.11.2017 08:00";"-9.2";"690.0";"";"";"88";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"-9.3";"";"";"";"";"";"";"";"";"3.0";"12";"";"";"";"";
"11.11.2017 02:00";"-2.7";"688.0";"";"";"86";"Ветер, дующий с запада";"2";"";"";"100%.";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.11.2017 20:00";"-7.4";"686.0";"";"";"82";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"10.11.2017 14:00";"-6.2";"686.0";"";"";"60";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-23.1";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"10.11.2017 08:00";"";"689.0";"";"";"";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"-22.8";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"10.11.2017 02:00";"-18.6";"692.0";"";"";"85";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
