Местное время в Нерое;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
19.03.2017 8:00;-27.2;703.0;;;85;;0;;;Облаков нет.; ;;;-27.3;;;;;;;50.0;;;;;;;
19.03.2017 14:00;0.2;701.0;;;44;;0;;;Облаков нет.; ;;;-27.7;;;;;;;50.0;;;;;;;
19.03.2017 20:00;-1.8;700.0;;;33;Ветер, дующий с юго-запада;2;;;Облаков нет.; ;;;;02.июн;;;;;;50.0;;;;;;;
20.03.2017 2:00;-15.3;701.0;;;85;;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
20.03.2017 8:00;-23.8;701.0;;;90;;0;;;Облаков нет.; ;;;-23.9;;;;;;;50.0;;;;;;;
20.03.2017 14:00;02.сен;699.0;;;35;Ветер, дующий с северо-востока;2;;;Облаков нет.; ;;;-24.3;;;;;;;50.0;;;;;;;
20.03.2017 20:00;-1.7;699.0;;;39;Ветер, дующий с севера;2;;;20–30%.; ;;;;03.май;;;;;;50.0;;;;;;;
21.03.2017 2:00;-14.9;700.0;;;80;;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
21.03.2017 8:00;-21.9;701.0;;;89;;0;;;20–30%.; ;;;-22.0;;;;;;;50.0;;;;;;;
21.03.2017 14:00;02.мар;700.0;;;31;Ветер, дующий с востока;2;;;20–30%.; ;;;-22.4;;;;;;;50.0;;;;;;;
21.03.2017 20:00;-2.0;698.0;;;32;Ветер, дующий с северо-востока;2;;;40%.; ;;;;02.авг;;;;;;50.0;;;;;;;
22.03.2017 2:00;-13.6;699.0;;;85;;0;;;20–30%.; ;;;;;;;;;;;;;;;;;
22.03.2017 8:00;-18.3;700.0;;;90;;0;;;Облаков нет.; ;;;-18.4;;;;;;;50.0;;;;;;;
22.03.2017 14:00;2.0;700.0;;;37;;0;;;70 – 80%.; ;;;-18.9;;;;;;;50.0;;;;;;;
22.03.2017 20:00;-0.6;701.0;;;47;Ветер, дующий с севера;2;;;100%.; ;;;;04.июн;;;;;;50.0;;;;;;;
23.03.2017 2:00;-10.3;703.0;;;85;;0;;;100%.; ;;;;;;;;;;;;;;;;;
23.03.2017 8:00;-17.3;704.0;;;95;;0;;;70 – 80%.; ;;;-17.4;;;;;;;50.0;;;;;;;
23.03.2017 14:00;03.апр;704.0;;;39;Ветер, дующий с юго-запада;2;;;70 – 80%.; ;;;-18.0;;;;;;;50.0;;;;;;;
23.03.2017 20:00;-0.8;703.0;;;44;;0;;;40%.; ;;;;05.янв;;;;;;50.0;;;;;;;
24.03.2017 2:00;-11.4;705.0;;;90;;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
24.03.2017 8:00;-15.6;705.0;;;95;Ветер, дующий с юго-запада;2;;;100%.; ;;;-15.7;;;;;;;50.0;;;;;;;
24.03.2017 14:00;05.фев;703.0;;;27;Ветер, дующий с запада;2;;;70 – 80%.; ;;;-15.8;;;;;;;50.0;;;;;;;
24.03.2017 20:00;0.1;702.0;;;30;Ветер, дующий с северо-запада;2;;;40%.; ;;;;06.сен;;;;;;50.0;;;;;;;
25.03.2017 2:00;-13.2;702.0;;;89;;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
25.03.2017 8:00;-19.7;700.0;;;90;;0;;;Облаков нет.; ;;;-19.8;;;;;;;50.0;;;;;;;
25.03.2017 14:00;07.авг;697.0;;;24;Ветер, дующий с востока;2;;;Облаков нет.; ;;;-20.0;;;;;;;50.0;;;;;;;
25.03.2017 20:00;02.май;694.0;;;33;;0;;;Облаков нет.; ;;;;09.июн;;;;;;50.0;;;;;;;
26.03.2017 2:00;-11.7;693.0;;;90;;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
26.03.2017 8:00;-14.9;694.0;;;95;;0;;;70 – 80%.; ;;;-15.4;;;;;;;50.0;;;;;;;
26.03.2017 14:00;06.апр;695.0;;;47;Ветер, дующий с северо-запада;2;;;100%.; ;;;;;;;;;;50.0;;;;;;;
26.03.2017 20:00;1.0;696.0;;;88;;0;;;90  или более, но не 100%;Снег с перерывами слабый в срок наблюдения. ;;;;08.авг;;;;;;20.0;;0.3;;;;;
27.03.2017 2:00;-2.0;697.0;;;100;;0;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
27.03.2017 8:00;-6.2;696.0;;;94;;0;;;100%.; ;;;-6.6;;;;;;;10.0;;Следы осадков;;;;;
27.03.2017 14:00;08.июл;693.0;;;25;Ветер, дующий с юго-востока;2;;;70 – 80%.; ;;;;;;;;;;50.0;;;;;;;
27.03.2017 20:00;04.фев;691.0;;;29;;0;;;100%.; ;;;;10.июн;;;;;;50.0;;;;;;;
28.03.2017 2:00;-4.3;693.0;;;81;;0;;;100%.; ;;;;;;;;;;;;;;;;;
28.03.2017 8:00;-3.0;696.0;;;95;;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;-6.9;;;;;;;10.0;;0.2;;;;;
28.03.2017 14:00;03.фев;698.0;;;64;Ветер, дующий с северо-запада;2;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
28.03.2017 20:00;02.июл;698.0;;;62;;0;;;100%.; ;;;;03.сен;;;;;;50.0;;0.4;;;;;
29.03.2017 2:00;-1.7;698.0;;;93;;0;;;100%.; ;;;;;;;;;;;;;;;;;
29.03.2017 8:00;-7.7;698.0;;;95;;0;;;100%.; ;;;-8.0;;;;;;;50.0;;;;;;;
29.03.2017 14:00;11.янв;697.0;;;25;Ветер, дующий с юга;2;;;20–30%.; ;;;;;;;;;;50.0;;;;;;;
29.03.2017 20:00;05.авг;696.0;;;36;Ветер, дующий с юго-запада;2;;;60%.; ;;;;11.сен;;;;;;50.0;;;;;;;
30.03.2017 2:00;-5.6;695.0;;;84;;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
30.03.2017 8:00;-9.8;696.0;;;94;;0;;;70 – 80%.; ;;;-10.1;;;;;;;50.0;;;;;;;
30.03.2017 14:00;02.июл;695.0;;;54;;0;;;70 – 80%.; ;;;;;;;;;;50.0;;;;;;;
30.03.2017 20:00;09.фев;693.0;;;27;;0;;;70 – 80%.; ;;;;;;;;;;50.0;;;;;;;
31.03.2017 2:00;-2.6;691.0;;;82;;0;;;100%.; ;;;;;;;;;;;;;;;;;
31.03.2017 8:00;-4.8;690.0;;;91;;0;;;100%.; ;;;-5.3;;;;;;;50.0;;;;;;;
31.03.2017 14:00;07.авг;694.0;;;44;Ветер, дующий с северо-запада;2;;;100%.; ;;;;;;;;;;50.0;;;;;;;
31.03.2017 20:00;05.апр;696.0;;;40;Ветер, дующий с северо-запада;2;;;100%.; ;;;;08.июн;;;;;;50.0;;;;;;;
01.04.2017 2:00;-5.6;697.0;;;67;;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
01.04.2017 8:00;-10.6;696.0;;;90;;0;;;40%.; ;;;-11.8;;;;;;;50.0;;;;;;;
01.04.2017 14:00;13.мар;692.0;;;21;Ветер, дующий с юга;2;;;100%.; ;;;;;;;;;;50.0;;;;;;;
01.04.2017 20:00;8.0;687.0;;;23;Ветер, дующий с юго-запада;2;;;60%.; ;;;;15.июл;;;;;;50.0;;;;;;;
02.04.2017 2:00;-3.4;685.0;;;72;;0;;;20–30%.; ;;;;;;;;;;;;;;;;;
02.04.2017 8:00;01.май;689.0;;;89;Ветер, дующий с северо-запада;2;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;-4.7;;;;;;;10.0;;Следы осадков;;;;;
02.04.2017 14:00;1.0;693.0;;;44;Ветер, дующий с севера;2;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
02.04.2017 20:00;-0.6;692.0;;;38;;0;;;100%.; ;;;;01.авг;;;;;;50.0;;0.4;;;;;
03.04.2017 2:00;-4.3;693.0;;;87;;0;;;100%.; ;;;;;;;;;;;;;;;;;
03.04.2017 8:00;-6.8;695.0;;;96;;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;-7.0;;;;;;;20.0;;2.0;;;;;
03.04.2017 14:00;-2.3;695.0;;;61;Ветер, дующий с севера;2;;;100%.;Ливневый снег или ливневый дождь и снег. ;;;;;;;;;;50.0;;;;;;;
03.04.2017 20:00;-3.8;694.0;;;58;;0;;;100%.; ;;;;-1.7;;;;;;50.0;;0.7;;;;;
04.04.2017 2:00;-10.8;694.0;;;95;;0;;;70 – 80%.; ;;;;;;;;;;;;;;;;;
04.04.2017 8:00;-13.4;695.0;;;95;;0;;;100%.; ;;;-15.5;;;;;;;50.0;;;;;;;
04.04.2017 14:00;-1.2;692.0;;;24;;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
04.04.2017 20:00;-2.1;690.0;;;50;;0;;;Облаков нет.; ;;;;-0.7;;;;;;50.0;;;;;;;
05.04.2017 2:00;-12.4;690.0;;;85;;0;;;100%.; ;;;;;;;;;;;;;;;;;
05.04.2017 8:00;-11.8;690.0;;;85;;0;;;100%.; ;;;-13.5;;;;;;;50.0;;;;;;;
05.04.2017 14:00;01.май;689.0;;;39;Ветер, дующий с запада;4;;;90  или более, но не 100%;Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ;;;;;;;;;;50.0;;;;;;;
05.04.2017 20:00;-1.5;689.0;;;32;Ветер, дующий с запада;2;;;100%.;Состояние неба в общем не изменилось. ;;;;03.янв;;;;;;50.0;;;;;;;
06.04.2017 2:00;-3.6;690.0;;;80;;0;;;100%.; ;;;;;;;;;;;;;;;;;
06.04.2017 8:00;-9.4;691.0;;;76;;0;;;100%.; ;;;-10.0;;;;;;;50.0;;;;;;;
06.04.2017 14:00;0.4;689.0;;;29;Ветер, дующий с запада;4;;;100%.; ;;;;;;;;;;50.0;;;;;;;
06.04.2017 20:00;-3.1;691.0;;;36;Ветер, дующий с запада;2;;;70 – 80%.; ;;;;02.янв;;;;;;50.0;;;;;;;
07.04.2017 2:00;-12.6;693.0;;;75;;0;;;20–30%.; ;;;;;;;;;;;;;;;;;
07.04.2017 8:00;-15.2;694.0;;;90;;0;;;40%.; ;;;-17.0;;;;;;;50.0;;;;;;;
07.04.2017 14:00;02.фев;694.0;;;51;;0;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;;;;;;
07.04.2017 20:00;01.янв;694.0;;;55;;0;;;100%.; ;;;;05.июн;;;;;;50.0;;;;;;;
08.04.2017 2:00;-4.3;694.0;;;81;;0;;;100%.; ;;;;;;;;;;;;;;;;;
08.04.2017 8:00;-11.2;695.0;;;90;;0;;;20–30%.; ;;;-12.6;;;;;;;50.0;;;;;;;
08.04.2017 14:00;10.фев;694.0;;;40;Ветер, дующий с юга;2;;;100%.; ;;;;;;;;;;50.0;;;;;;;
08.04.2017 20:00;04.апр;692.0;;;42;;0;;;100%.; ;;;;10.июн;;;;;;50.0;;;;;;;
09.04.2017 2:00;03.сен;693.0;;;64;;0;;;100%.; ;;;;;;;;;;;;;;;;;
09.04.2017 8:00;01.апр;693.0;;;90;;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;01.мар;;;;;;;10.0;;0.3;;;;;
09.04.2017 14:00;-3.3;697.0;;;81;Ветер, дующий с северо-запада;4;;;100%.;Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ;;;;;;;;;;4.0;;;;;;;
09.04.2017 20:00;-4.0;698.0;;;59;Ветер, дующий с северо-запада;2;;;100%.;Состояние неба в общем не изменилось. ;;;;01.апр;;;;;;50.0;;2.0;;;;;
10.04.2017 2:00;-12.8;701.0;;;95;;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
10.04.2017 8:00;-16.2;701.0;;;95;;0;;;Облаков нет.; ;;;-17.4;;;;;;;50.0;;;;;;;
10.04.2017 14:00;03.фев;699.0;;;24;Ветер, дующий с юго-востока;2;;;70 – 80%.; ;;;;;;;;;;50.0;;;;;;;
10.04.2017 20:00;02.июн;697.0;;;30;;0;;;100%.; ;;;;04.авг;;;;;;50.0;;;;;;;
11.04.2017 2:00;-7.2;698.0;;;74;;0;;;100%.; ;;;;;;;;;;;;;;;;;
11.04.2017 8:00;-5.6;696.0;;;75;;0;;;100%.; ;;;-7.6;;;;;;;50.0;;;;;;;
11.04.2017 14:00;11.июл;694.0;;;32;Ветер, дующий с запада;2;;;100%.; ;;;;;;;;;;50.0;;;;;;;
11.04.2017 20:00;08.апр;692.0;;;39;;0;;;100%.; ;;;;13.апр;;;;;;50.0;;;;;;;
12.04.2017 2:00;-3.4;689.0;;;81;;0;;;40%.; ;;;;;;;;;;;;;;;;;
12.04.2017 8:00;-5.7;688.0;;;95;;0;;;100%.; ;;;07.фев;;;;;;;50.0;;;;;;;
12.04.2017 14:00;12.июн;686.0;;;23;Ветер, дующий с запада;4;;;100%.; ;;;;;;;;;;50.0;;;;;;;
12.04.2017 20:00;09.май;687.0;;;36;;0;;;100%.; ;;;;14.мар;;;;;;50.0;;;;;;;
13.04.2017 2:00;-1.9;686.0;;;84;;0;;;70 – 80%.; ;;;;;;;;;;;;;;;;;
13.04.2017 8:00;-0.4;684.0;;;86;;0;;;90  или более, но не 100%; ;;;-2.3;;;;;;;50.0;;;;;;;
13.04.2017 14:00;12.янв;684.0;;;41;Ветер, дующий с северо-запада;2;;;100%.; ;;;;;;;;;;50.0;;;;;;;
13.04.2017 20:00;09.июл;684.0;;;44;;0;;;100%.; ;;;;14.апр;;;;;;50.0;;;;;;;
14.04.2017 2:00;-3.4;686.0;;;87;;0;;;100%.; ;;;;;;;;;;;;;;;;;
14.04.2017 8:00;-0.7;687.0;;;97;;0;;;70 – 80%.; ;;;-3.8;;;;;;;50.0;;;;;;;
14.04.2017 14:00;09.июн;688.0;;;40;Ветер, дующий с севера;4;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;;;;;;
14.04.2017 20:00;07.апр;689.0;;;59;;0;;;70 – 80%.; ;;;;11.мар;;;;;;50.0;;;;;;;
15.04.2017 2:00;0.9;691.0;;;94;;0;;;90  или более, но не 100%; ;;;;;;;;;;;;;;;;;
15.04.2017 8:00;0.1;690.0;;;97;;0;;;100%.; ;;;-0.9;;;;;;;50.0;;;;;;;
15.04.2017 14:00;05.июл;690.0;;;85;;0;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
15.04.2017 20:00;02.янв;691.0;;;98;;0;;;100%.;Ливневый снег или ливневый дождь и снег. ;;;;07.авг;;;;;;50.0;;1.0;;;;;
16.04.2017 2:00;-2.3;692.0;;;100;;0;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
16.04.2017 8:00;-2.1;693.0;;;100;;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;-2.8;;;;;;;4.0;;3.0;;;;;
16.04.2017 14:00;04.июн;692.0;;;48;;0;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
16.04.2017 20:00;04.апр;689.0;;;40;;0;;;60%.; ;;;;08.май;;;;;;50.0;;0.5;;;;;
17.04.2017 2:00;-5.7;688.0;;;79;;0;;;40%.; ;;;;;;;;;;;;;;;;;
17.04.2017 8:00;-6.3;687.0;;;99;;0;;;100%.; ;;;-8.2;;;;;;;50.0;;;;;;;
17.04.2017 14:00;11.июн;685.0;;;39;;0;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;;;;;;
17.04.2017 20:00;08.фев;684.0;;;60;Ветер, дующий с запада;2;;;90  или более, но не 100%; ;;;;14.июл;;;;;;50.0;;;;;;;
18.04.2017 2:00;1.0;687.0;;;77;Ветер, дующий с северо-востока;2;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;;;;;;;;;;;;;;
18.04.2017 8:00;0.8;687.0;;;51;;0;;;40%.;Состояние неба в общем не изменилось. ;;;-2.0;;;;;;;50.0;;Следы осадков;;;;;
18.04.2017 14:00;04.сен;686.0;;;36;Ветер, дующий с северо-запада;2;;;100%.; ;;;;;;;;;;50.0;;;;;;;
18.04.2017 20:00;-0.7;687.0;;;96;Ветер, дующий с юго-запада;2;;;100%.;Ливневый снег или ливневый дождь и снег. ;;;;05.мар;;;;;;50.0;;0.7;;;;;
19.04.2017 2:00;-1.7;690.0;;;96;;0;;;100%.; ;;;;;;;;;;;;;;;;;
19.04.2017 8:00;-2.2;695.0;;;91;;0;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;-3.4;;;;;;;50.0;;0.5;;;;;
19.04.2017 14:00;07.мар;695.0;;;35;Ветер, дующий с юга;2;;;20–30%.; ;;;;;;;;;;50.0;;;;;;;
19.04.2017 20:00;6.0;692.0;;;27;Ветер, дующий с юга;2;;;100%.; ;;;;10.апр;;;;;;50.0;;;;;;;
20.04.2017 2:00;03.июл;691.0;;;59;Ветер, дующий с юга;4;;;100%.; ;;;;;;;;;;;;;;;;;
20.04.2017 8:00;02.мар;688.0;;;85;;0;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;02.фев;;;;;;;10.0;;0.4;;;;;
20.04.2017 14:00;-0.8;690.0;;;98;;0;;;100%.;Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ;;;;;;;;;;4.0;;;;;;;
20.04.2017 20:00;-0.6;692.0;;;81;;0;;;60%.;Состояние неба в общем не изменилось. ;;;;03.мар;;;;;;50.0;;9.0;;;;;
21.04.2017 2:00;-5.6;694.0;;;100;;0;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
21.04.2017 8:00;-3.2;694.0;;;85;;0;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;-5.9;;;;;;;50.0;;0.9;;;;;
21.04.2017 14:00;02.янв;700.0;;;47;Ветер, дующий с юго-запада;2;;;100%.; ;;;;;;;;;;50.0;;;;;;;
21.04.2017 20:00;-0.4;693.0;;;72;;0;;;100%.;Состояние неба в общем не изменилось. ;;;;02.апр;;;;;;50.0;;0.7;;;;;
22.04.2017 2:00;-3.1;695.0;;;86;;0;;;100%.; ;;;;;;;;;;;;;;;;;
22.04.2017 8:00;-3.6;696.0;;;89;;0;;;100%.; ;;;-4.5;;;;;;;50.0;;;;;;;
22.04.2017 14:00;01.авг;696.0;;;43;Ветер, дующий с севера;2;;;70 – 80%.; ;;;;;;;;;;50.0;;;;;;;
22.04.2017 20:00;01.апр;696.0;;;44;;0;;;Облаков нет.; ;;;;04.июн;;;;;;50.0;;;;;;;
23.04.2017 2:00;-8.4;695.0;;;69;;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
23.04.2017 8:00;-9.1;695.0;;;92;;0;;;Облаков нет.; ;;;-12.5;;;;;;;50.0;;;;;;;
23.04.2017 14:00;09.янв;694.0;;;24;Ветер, дующий с северо-востока;2;;;40%.; ;;;;;;;;;;50.0;;;;;;;
23.04.2017 20:00;08.апр;694.0;;;29;Ветер, дующий с северо-востока;2;;;20–30%.; ;;;;12.апр;;;;;;50.0;;;;;;;
24.04.2017 2:00;-4.4;696.0;;;44;;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
24.04.2017 8:00;-6.7;698.0;;;80;;0;;;20–30%.; ;;;-9.4;;;;;;;50.0;;;;;;;
24.04.2017 14:00;13.апр;696.0;;;20;Ветер, дующий с востока;2;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
24.04.2017 20:00;12.янв;695.0;;;19;Ветер, дующий с северо-востока;2;;;Облаков нет.; ;;;;15.июл;;;;;;50.0;;;;;;;
25.04.2017 2:00;-3.7;696.0;;;74;;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
25.04.2017 8:00;-3.5;697.0;;;78;;0;;;Облаков нет.; ;;;-6.5;;;;;;;50.0;;;;;;;
25.04.2017 14:00;16.апр;699.0;;;23;;0;;;Облаков нет.; ;;;;;;;;;;50.0;;;;;;;
25.04.2017 20:00;15.апр;699.0;;;63;;0;;;100%.; ;;;;19.июн;;;;;;50.0;;;;;;;
26.04.2017 2:00;0.9;694.0;;;81;;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
26.04.2017 8:00;-2.8;696.0;;;95;;0;;;20–30%.; ;;;-3.7;;;;;;;50.0;;;;;;;
26.04.2017 14:00;19.мар;702.0;;;29;;0;;;100%.; ;;;;;;;;;;50.0;;;;;;;
26.04.2017 20:00;14.янв;700.0;;;35;;0;;;20–30%.; ;;;;20.июн;;;;;;50.0;;;;;;;
27.04.2017 2:00;-0.7;701.0;;;80;;0;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
27.04.2017 8:00;-1.7;698.0;;;86;;0;;;100%.; ;;;-3.2;;;;;;;50.0;;;;;;;
27.04.2017 14:00;24.авг;695.0;;;15;Ветер, дующий с юго-запада;2;;;70 – 80%.; ;;;;;;;;;;50.0;;;;;;;
27.04.2017 20:00;21.апр;693.0;;;15;;0;;;100%.; ;;;;25.апр;;;;;;50.0;;;;;;;
28.04.2017 2:00;03.июн;693.0;;;65;;0;;;40%.; ;;;;;;;;;;;;;;;;;
28.04.2017 8:00;01.июн;692.0;;;73;;0;;;60%.; ;;;-2.5;;;;;;;50.0;;;;;;;
28.04.2017 14:00;24.фев;691.0;;;22;Ветер, дующий с юго-запада;4;;;100%.; ;;;;;;;;;;50.0;;;;;;;
28.04.2017 20:00;14.сен;693.0;;;47;Ветер, дующий с северо-запада;2;;;100%.; ;;;;24.июн;;;;;;50.0;;;;;;;
29.04.2017 2:00;07.июл;693.0;;;96;;0;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
29.04.2017 8:00;03.апр;692.0;;;100;;0;;;;Туман с отложением изморози, неба не видно. ;;;3.0;;;;;;;0.2;;0.9;;;;;
29.04.2017 14:00;08.май;692.0;;;93;;0;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;;;;;;;10.0;;;;;;;
29.04.2017 20:00;08.июн;690.0;;;90;;0;;;60%.;Состояние неба в общем не изменилось. ;;;;10.мар;;;;;;50.0;;6.0;;;;;
30.04.2017 2:00;02.фев;690.0;;;100;;0;;;;Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ;;;;;;;;;;;;;;;;;
30.04.2017 8:00;-0.2;691.0;;;100;;0;;;;Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ;;;-0.9;;;;;;;0.2;;;;;;;
30.04.2017 14:00;11.мар;689.0;;;38;Ветер, дующий с северо-запада;2;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
30.04.2017 20:00;06.июн;690.0;;;55;;0;;;90  или более, но не 100%; ;;;;11.июл;;;;;;50.0;;;;;;;
01.05.2017 2:00;01.июн;691.0;;;85;Ветер, дующий с запада;2;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;;;;;;;;;;;;;;
01.05.2017 8:00;-0.4;691.0;;;91;;0;;;100%.;Ливневый снег или ливневый дождь и снег. ;;;-1.0;;;;;;;20.0;;0.8;;;;;
01.05.2017 14:00;04.июл;691.0;;;60;Ветер, дующий с запада;2;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
01.05.2017 20:00;05.янв;691.0;;;61;;0;;;100%.; ;;;;06.апр;;;;;;50.0;;0.4;;;;;
02.05.2017 14:00;03.июн;691.0;;;55;Ветер, дующий с северо-запада;2;;;100%.; ;;;;;;;;;;50.0;;;;;;;
02.05.2017 20:00;0.7;692.0;;;79;;0;;;100%.;Ливневый снег или ливневый дождь и снег. ;;;;04.сен;;;;;;50.0;;0.5;;;;;
03.05.2017 2:00;-2.5;692.0;;;91;;0;;;90  или более, но не 100%; ;;;;;;;;;;;;;;;;;
03.05.2017 8:00;-2.9;691.0;;;97;;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;-5.7;;;;;;;20.0;;0.3;;;;;
03.05.2017 14:00;-1.4;694.0;;;54;Ветер, дующий с севера;2;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
03.05.2017 20:00;-1.4;697.0;;;52;Ветер, дующий с северо-запада;2;;;100%.; ;;;;0.4;;;;;;50.0;;0.8;;;;;
04.05.2017 2:00;-3.8;700.0;;;58;;0;;;100%.; ;;;;;;;;;;;;;;;;;
04.05.2017 8:00;-7.8;700.0;;;84;;0;;;60%.; ;;;-9.8;;;;;;;50.0;;;;;;;
04.05.2017 14:00;04.июн;695.0;;;23;Ветер, дующий с запада;2;;;100%.; ;;;;;;;;;;50.0;;;;;;;
04.05.2017 20:00;02.фев;693.0;;;27;Ветер, дующий с запада;2;;;100%.; ;;;;06.янв;;;;;;50.0;;;;;;;
05.05.2017 2:00;-1.2;692.0;;;98;;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;;;;;;;;;;;;;;
05.05.2017 8:00;-1.5;691.0;;;100;;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;-2.3;;;;;;;4.0;;7.0;;;;;
05.05.2017 14:00;03.сен;690.0;;;77;;0;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
05.05.2017 20:00;10.сен;690.0;;;46;Ветер, дующий с северо-запада;2;;;100%.; ;;;;12.мар;;;;;;50.0;;1.0;;;;;
06.05.2017 2:00;01.авг;689.0;;;92;;0;;;100%.; ;;;;;;;;;;;;;;;;;
06.05.2017 8:00;02.авг;688.0;;;94;;0;;;100%.; ;;;-0.6;;;;;;;50.0;;;;;;;
06.05.2017 14:00;21.апр;687.0;;;17;Ветер, дующий с юго-запада;4;;;100%.; ;;;;;;;;;;50.0;;;;;;;
06.05.2017 20:00;19.июл;684.0;;;16;Ветер, дующий с запада;2;;;100%.; ;;;;21.авг;;;;;;50.0;;;;;;;
07.05.2017 2:00;0.8;683.0;;;73;;0;;;40%.; ;;;;;;;;;;;;;;;;;
07.05.2017 8:00;02.июл;682.0;;;69;;0;;;60%.; ;;;-2.9;;;;;;;50.0;;;;;;;
07.05.2017 14:00;18.июн;681.0;;;21;Ветер, дующий с юго-запада;2;;;100%.; ;;;;;;;;;;50.0;;;;;;;
07.05.2017 20:00;15.июл;683.0;;;40;;0;;;100%.; ;;;;24.фев;;;;;;50.0;;;;;;;
08.05.2017 2:00;06.апр;688.0;;;60;;0;;;90  или более, но не 100%; ;;;;;;;;;;;;;;;;;
08.05.2017 8:00;05.фев;691.0;;;68;;0;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;03.янв;;;;;;;50.0;;0.6;;;;;
08.05.2017 14:00;13.июл;689.0;;;28;Ветер, дующий с юга;2;;;60%.; ;;;;;;;;;;50.0;;;;;;;
08.05.2017 20:00;13.мар;687.0;;;23;Ветер, дующий с юга;2;;;100%.; ;;;;15.мар;;;;;;50.0;;;;;;;
09.05.2017 2:00;0.4;686.0;;;69;;0;;;100%.; ;;;;;;;;;;;;;;;;;
09.05.2017 8:00;02.янв;686.0;;;91;;0;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;-1.9;;;;;;;10.0;;0.6;;;;;
09.05.2017 14:00;04.июл;688.0;;;65;Ветер, дующий с севера;2;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
09.05.2017 20:00;03.мар;689.0;;;90;;0;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;08.апр;;;;;;50.0;;2.0;;;;;
10.05.2017 2:00;-2.8;694.0;;;80;;0;;;50%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
