Местное время в Икее;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
05.04.2020 2:00;0.7;728.3;777.4;;83;;;;;; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-1.9;;;;;;
04.04.2020 20:00;4.0;725.9;774.4;;77;;;;;; ;;;;08.авг;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;20–30%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;0.3;Осадков нет;12;;;;
04.04.2020 14:00;05.май;725.5;773.5;;65;;;;10;; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;50.0;-0.6;;;;;;
04.04.2020 8:00;01.мар;721.3;769.9;;72;;;;;; ;;;-1.3;;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-3.2;Осадков нет;12;;;;
04.04.2020 2:00;02.авг;719.9;768.1;;61;;;;;; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-4.1;;;;;;
03.04.2020 20:00;12.фев;719.2;765.6;;34;;;;;; ;;;;20.янв;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-3.2;Осадков нет;12;;;;
03.04.2020 14:00;17.янв;720.2;766.4;;25;;;;;; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-3.2;;;;;;
03.04.2020 8:00;-5.0;720.1;769.7;;83;;;;;; ;;;-5.8;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-7.4;Осадков нет;12;;;;
03.04.2020 2:00;02.фев;720.1;767.4;;56;;;;;; ;;;;;;;2500 или более, или облаков нет.;;;;-5.7;;;;;;
02.04.2020 20:00;10.авг;719.8;766.6;;28;;;;;; ;;;;17.фев;;;2500 или более, или облаков нет.;;;50.0;-7.3;Осадков нет;12;;;;
02.04.2020 14:00;14.0;720.7;766.9;;27;;;;;; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-4.8;;;;;;
02.04.2020 8:00;-5.4;719.7;769.4;;93;;;;;; ;;;-5.7;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-6.4;Осадков нет;12;;;;
02.04.2020 2:00;-2.3;719.3;768.4;;81;;;;;; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-5.2;;;;;;
