Местное время в Заларях;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
01.02.2017 23:00;-26.0;726.4;772.7;;75;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;-29.1;;;;;;
02.02.2017 5:00;-28.1;726.8;773.5;;75;Ветер, дующий с западо-юго-запада;1;;;Облаков нет.; ;;;;;;;;;;;-31.2;;;;;;
02.02.2017 11:00;-22.8;726.8;772.6;;75;Штиль, безветрие;0;;;100%.;Туман или ледяной туман, небо видно, без заметного изменения интенсивности в течение последнего часа. ;Туман или ледяной туман или сильная мгла.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высокослоистые непросвечивающие или слоисто-дождевые.;;0.2;-26.1;;;;;;
02.02.2017 17:00;-15.6;726.3;770.8;;75;Ветер, дующий с северо-северо-востока;2;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высокослоистые непросвечивающие или слоисто-дождевые.;;20.0;-19.0;;;;;;
02.02.2017 23:00;-14.6;726.1;770.3;;80;Ветер, дующий с северо-северо-востока;1;;;100%.;Состояние неба в общем не изменилось. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;600-1000;Высокослоистые непросвечивающие или слоисто-дождевые.;;;-17.3;;;;;;
03.02.2017 5:00;-16.5;726.1;770.5;;85;Ветер, дующий с севера;1;;;90  или более, но не 100%; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;90  или более, но не 100%;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-18.4;;;;;;
03.02.2017 11:00;-15.8;726.6;771.1;;80;Ветер, дующий с северо-северо-востока;1;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высокослоистые непросвечивающие или слоисто-дождевые.;;20.0;-18.5;;;;;;
03.02.2017 17:00;-12.6;726.1;769.9;;75;Ветер, дующий с севера;1;;;Облаков нет.; ;;;;;;;;;;50.0;-16.1;;;;;;
03.02.2017 23:00;-21.5;726.3;771.7;;85;Штиль, безветрие;0;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высокослоистые просвечивающие.;;;-23.3;;;;;;
04.02.2017 5:00;-20.8;726.3;771.7;;80;Штиль, безветрие;0;;;40%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;40%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-23.3;;;;;;
04.02.2017 11:00;-17.4;727.3;772.0;;80;Штиль, безветрие;0;;;70 – 80%.;Облака в целом рассеиваются или становятся менее развитыми. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-20.0;;;;;;
