"Местное время в Заярске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.12.2017 14:00";"-14.2";"727.0";"";"";"85";"Ветер, дующий с запада";"3";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"01.12.2017 08:00";"-13.9";"726.0";"";"";"85";"Ветер, дующий с запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-13.9";"";"";"";"";"";"";"";"";"3.0";"12";"";"";"";"";
"01.12.2017 02:00";"-11.3";"725.0";"";"";"90";"Ветер, дующий с запада";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.11.2017 20:00";"-10.9";"728.0";"";"";"90";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"-10.1";"";"";"";"";"";"";"";"0.4";"12";"";"";"";"";
"30.11.2017 14:00";"-10.8";"730.0";"";"";"80";"Ветер, дующий с северо-запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";"";
"30.11.2017 08:00";"-11.9";"731.0";"";"";"85";"Ветер, дующий с северо-запада";"3";"";"";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"";"";"-14.2";"";"";"";"";"";"";"";"";"0.6";"12";"";"";"";"";
"30.11.2017 02:00";"-11.1";"731.0";"";"";"85";"Ветер, дующий с запада";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.11.2017 20:00";"-14.2";"731.0";"";"";"90";"Ветер, дующий с запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"-13.9";"";"";"";"";"";"";"";"3.0";"12";"";"";"";"";
"29.11.2017 14:00";"-15.3";"729.0";"";"";"90";"Ветер, дующий с запада";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.11.2017 08:00";"-21.1";"732.0";"";"";"85";"Ветер, дующий с юга";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-22.1";"";"";"";"";"";"";"";"";"0.4";"12";"";"";"";"";
"29.11.2017 02:00";"-21.7";"735.0";"";"";"85";"Ветер, дующий с юга";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.11.2017 20:00";"-19.9";"736.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"-19.0";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"28.11.2017 14:00";"-19.7";"736.0";"";"";"85";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";"";
"28.11.2017 08:00";"-22.8";"735.0";"";"";"80";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"";"";"-28.1";"";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"28.11.2017 02:00";"-27.7";"735.0";"";"";"80";"Ветер, дующий с севера";"1";"";"";"100%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.11.2017 20:00";"-24.7";"734.0";"";"";"80";"Ветер, дующий с северо-запада";"2";"";"";"100%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"";"";"";"-23.0";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"27.11.2017 14:00";"-23.7";"733.0";"";"";"70";"Ветер, дующий с запада";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"27.11.2017 08:00";"-24.9";"729.0";"";"";"69";"Ветер, дующий с севера";"5";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-24.9";"";"";"";"";"";"";"";"";"0.8";"12";"";"";"";"";
"27.11.2017 02:00";"-19.6";"721.0";"";"";"70";"Ветер, дующий с северо-запада";"6";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.11.2017 20:00";"-13.6";"714.0";"";"";"80";"Ветер, дующий с северо-запада";"4";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"-2.2";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"26.11.2017 14:00";"-6.4";"708.0";"";"";"76";"Ветер, дующий с северо-запада";"4";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"26.11.2017 08:00";"-2.9";"707.0";"";"";"93";"Ветер, дующий с запада";"4";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-12.9";"";"";"";"";"";"";"";"";"0.4";"12";"";"";"";"";
"26.11.2017 02:00";"-8.7";"710.0";"";"";"92";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.11.2017 20:00";"-12.3";"717.0";"";"";"86";"Ветер, дующий с юга";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"-12.3";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"25.11.2017 14:00";"-17.6";"725.0";"";"";"85";"Ветер, дующий с юга";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.11.2017 08:00";"-26.0";"729.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"";"";"-27.8";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"25.11.2017 02:00";"-25.9";"729.0";"";"";"84";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.11.2017 20:00";"-22.7";"729.0";"";"";"84";"Ветер, дующий с северо-востока";"1";"";"";"20–30%.";" ";"";"";"";"-16.5";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"24.11.2017 14:00";"-18.4";"729.0";"";"";"80";"Штиль, безветрие";"0";"";"";"20–30%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"24.11.2017 08:00";"-25.1";"728.0";"";"";"85";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"-25.3";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"24.11.2017 02:00";"-23.5";"729.0";"";"";"84";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.11.2017 20:00";"-20.9";"731.0";"";"";"85";"Ветер, дующий с северо-востока";"1";"";"";"20–30%.";" ";"";"";"";"-16.5";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"23.11.2017 14:00";"-18.3";"731.0";"";"";"85";"Ветер, дующий с северо-востока";"1";"";"";"100%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"23.11.2017 08:00";"-23.7";"730.0";"";"";"84";"Штиль, безветрие";"0";"";"";"20–30%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"";"";"-23.8";"";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"23.11.2017 02:00";"-17.8";"729.0";"";"";"85";"Ветер, дующий с севера";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.11.2017 20:00";"-14.4";"727.0";"";"";"90";"Ветер, дующий с севера";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"-10.4";"";"";"";"";"";"";"";"3.0";"12";"";"";"";"";
"22.11.2017 14:00";"-11.4";"726.0";"";"";"90";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";"";
"22.11.2017 08:00";"-15.5";"728.0";"";"";"90";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-19.2";"";"";"";"";"";"";"";"";"0.6";"12";"";"";"";"";
"22.11.2017 02:00";"-17.9";"730.0";"";"";"85";"Ветер, дующий с северо-востока";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.11.2017 20:00";"-17.7";"731.0";"";"";"75";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-11.0";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"21.11.2017 14:00";"-14.9";"729.0";"";"";"65";"Ветер, дующий с запада";"3";"";"";"100%.";"Ливневый снег или ливневый дождь и снег. ";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";"";
"21.11.2017 08:00";"-11.5";"726.0";"";"";"70";"Ветер, дующий с севера";"5";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"-11.6";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"21.11.2017 02:00";"-9.0";"725.0";"";"";"73";"Ветер, дующий с запада";"7";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.11.2017 20:00";"-7.9";"724.0";"";"";"75";"Ветер, дующий с запада";"7";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"-2.0";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"20.11.2017 14:00";"-4.1";"723.0";"";"";"59";"Ветер, дующий с запада";"7";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"20.11.2017 08:00";"-3.0";"722.0";"";"";"73";"Ветер, дующий с запада";"4";"";"";"100%.";" ";"";"";"-3.3";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"20.11.2017 02:00";"-1.5";"722.0";"";"";"74";"Ветер, дующий с запада";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.11.2017 20:00";"-3.1";"723.0";"";"";"82";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"-1.4";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"19.11.2017 14:00";"-2.5";"725.0";"";"";"87";"Ветер, дующий с юга";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"19.11.2017 08:00";"-5.1";"727.0";"";"";"90";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"-7.6";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"19.11.2017 02:00";"-7.5";"728.0";"";"";"88";"Ветер, дующий с северо-запада";"2";"";"";"100%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.11.2017 20:00";"-6.5";"727.0";"";"";"86";"Ветер, дующий с северо-запада";"3";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"-6.1";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"18.11.2017 14:00";"-6.5";"727.0";"";"";"94";"Ветер, дующий с запада";"4";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"18.11.2017 08:00";"-8.8";"729.0";"";"";"95";"Ветер, дующий с запада";"3";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-11.7";"";"";"";"";"";"";"";"";"4.0";"12";"";"";"";"";
"18.11.2017 02:00";"-11.7";"731.0";"";"";"90";"Ветер, дующий с севера";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.11.2017 20:00";"-11.5";"732.0";"";"";"90";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"-9.8";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"17.11.2017 14:00";"-12.7";"733.0";"";"";"85";"Ветер, дующий с запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";"";
"17.11.2017 08:00";"-16.9";"735.0";"";"";"90";"Ветер, дующий с севера";"1";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-19.2";"";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"17.11.2017 02:00";"-18.8";"736.0";"";"";"85";"Ветер, дующий с северо-запада";"3";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.11.2017 20:00";"-18.4";"736.0";"";"";"85";"Ветер, дующий с северо-запада";"1";"";"";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"";"";"";"-18.0";"";"";"";"";"";"";"";"0.7";"12";"";"";"";"";
"16.11.2017 14:00";"-18.8";"735.0";"";"";"85";"Ветер, дующий с северо-запада";"3";"";"";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"16.11.2017 08:00";"-21.9";"733.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-22.2";"";"";"";"";"";"";"";"";"0.4";"12";"";"";"";"";
"16.11.2017 02:00";"-19.6";"730.0";"";"";"85";"Ветер, дующий с севера";"1";"";"";"100%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
