Местное время в Солнечной;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
25.04.2017 8:00;-2.2;730.0;;;72;Ветер, дующий с северо-востока;1;;;10%  или менее, но не 0; ;;;-7.1;;;;;;;50.0;;;;;;;
25.04.2017 20:00;01.авг;730.0;;;48;;0;;;70 – 80%.; ;;;;04.июн;;;;;;50.0;;;;;;;
26.04.2017 8:00;-3.8;730.0;;;83;Ветер, дующий с юга;1;;;100%.; ;;;-6.5;;;;;;;50.0;;;;;;;
26.04.2017 20:00;01.фев;726.0;;;85;Ветер, дующий с северо-востока;2;;;100%.; ;;;;03.июн;;;;;;50.0;;;;;;;
27.04.2017 8:00;04.мар;724.0;;;69;Ветер, дующий с запада;2;;;100%.; ;;;-1.4;;;;;;;50.0;;;;;;;
27.04.2017 20:00;03.сен;721.0;;;78;Ветер, дующий с севера;2;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;20.0;;Следы осадков;;;;;
28.04.2017 8:00;02.май;716.0;;;81;Ветер, дующий с юга;1;;;70 – 80%.; ;;;;;;;;;;10.0;;;;;;;
28.04.2017 20:00;;712.0;;;;Ветер, дующий с запада;11;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;;;;;;;10.0;;Следы осадков;;;;;
29.04.2017 8:00;6.0;720.0;;;32;Ветер, дующий с северо-востока;3;;;70 – 80%.; ;;;05.май;;;;;;;50.0;;;;;;;
29.04.2017 20:00;05.янв;719.0;;;39;Ветер, дующий с севера;1;;;70 – 80%.; ;;;;07.мар;;;;;;50.0;;;;;;;
30.04.2017 8:00;02.авг;718.0;;;71;Ветер, дующий с юга;2;;;70 – 80%.; ;;;-0.7;;;;;;;20.0;;;;;;;
30.04.2017 20:00;14.мар;716.0;;;43;Ветер, дующий с запада;4;;;100%.;Состояние неба в общем не изменилось. ;;;;14.апр;;;;;;10.0;;Следы осадков;;;;;
01.05.2017 8:00;11.0;716.0;;;50;Ветер, дующий с запада;5;;;100%.; ;;;05.янв;;;;;;;50.0;;;;;;;
01.05.2017 20:00;08.авг;717.0;;;53;Ветер, дующий с северо-запада;5;;;100%.; ;;;;11.сен;;;;;;50.0;;;;;;;
02.05.2017 8:00;06.май;719.0;;;42;Ветер, дующий с севера;3;;;100%.; ;;;03.фев;;;;;;;50.0;;;;;;;
02.05.2017 20:00;05.май;717.0;;;35;Ветер, дующий с севера;3;;;100%.; ;;;;08.сен;;;;;;50.0;;;;;;;
03.05.2017 8:00;04.июл;712.0;;;50;Ветер, дующий с юга;3;;;100%.; ;;;;;;;;;;50.0;;;;;;;
03.05.2017 20:00;07.янв;714.0;;;36;Ветер, дующий с северо-запада;11;;;100%.; ;;;;07.авг;;;;;;50.0;;;;;;;
04.05.2017 8:00;0.4;720.0;;;47;Ветер, дующий с запада;13;;;70 – 80%.;Снег с перерывами умеренный в срок наблюдения. ;;;0.0;;;;;;;50.0;;;;;;;
04.05.2017 20:00;01.янв;722.0;;;45;Ветер, дующий с юга;1;;;100%.; ;;;;;;;;;;50.0;;;;;;;
05.05.2017 8:00;0.9;721.0;;;48;Ветер, дующий с юго-востока;2;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;;;;;;
05.05.2017 20:00;0.3;722.0;;;77;Ветер, дующий с юго-востока;1;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;Следы осадков;;;;;
06.05.2017 8:00;-0.6;720.0;;;83;Ветер, дующий с юга;2;;;100%.; ;;;;;;;;;;50.0;;;;;;;
06.05.2017 20:00;02.апр;714.0;;;94;Ветер, дующий с востока;7;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;09.май;;;;;;50.0;;4.0;;;;;
07.05.2017 8:00;01.янв;713.0;;;94;Ветер, дующий с северо-востока;2;;;;Дымка. ;;;;;;;;;;1.0;;;;;;;
07.05.2017 20:00;-0.2;709.0;;;100;Ветер, дующий с северо-востока;1;;;;Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ;;;;02.фев;;;;;;0.2;;;;;;;
08.05.2017 8:00;11.фев;712.0;;;48;;;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;-2.6;;;;;;;50.0;;;;;;;
08.05.2017 20:00;03.янв;716.0;;;74;Ветер, дующий с юга;1;;;50%.; ;;;;14.фев;;;;;;50.0;;Следы осадков;;;;;
09.05.2017 8:00;02.мар;717.0;;;81;Ветер, дующий с юга;4;;;70 – 80%.; ;;;;;;;;;;50.0;;;;;;;
09.05.2017 20:00;05.май;712.0;;;63;Ветер, дующий с юго-запада;2;;;90  или более, но не 100%; ;;;;10.май;;;;;;50.0;;;;;;;
10.05.2017 8:00;08.янв;715.0;;;57;Ветер, дующий с северо-запада;6;;;100%.;Состояние неба в общем не изменилось. ;;;03.сен;;;;;;;50.0;;;;;;;
10.05.2017 20:00;5.0;720.0;;;61;Ветер, дующий с севера;6;;;100%.;Состояние неба в общем не изменилось. ;;;;08.фев;;;;;;50.0;;2.0;;;;;
11.05.2017 20:00;06.апр;721.0;;;48;Ветер, дующий с северо-запада;8;;;60%.;Состояние неба в общем не изменилось. ;;;;09.май;;;;;;50.0;;0.1;;;;;
12.05.2017 8:00;03.июл;722.0;;;60;Ветер, дующий с юга;2;;;20–30%.; ;;;4.0;;;;;;;50.0;;;;;;;
12.05.2017 20:00;06.мар;723.0;;;39;Ветер, дующий с севера;1;;;40%.; ;;;;08.июл;;;;;;50.0;;;;;;;
13.05.2017 8:00;01.сен;725.0;;;80;Ветер, дующий с северо-востока;2;;;20–30%.; ;;;-3.0;;;;;;;50.0;;;;;;;
13.05.2017 20:00;03.авг;717.0;;;73;;0;;;90  или более, но не 100%; ;;;;04.авг;;;;;;50.0;;;;;;;
14.05.2017 8:00;01.авг;725.0;;;80;Ветер, дующий с северо-востока;2;;;70 – 80%.; ;;;-1.8;;;;;;;50.0;;;;;;;
14.05.2017 20:00;05.мар;723.0;;;86;Ветер, дующий с севера;3;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;06.фев;;;;;;50.0;;0.5;;;;;
15.05.2017 8:00;4.0;719.0;;;97;Ветер, дующий с северо-востока;1;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;2.0;;;;;;;50.0;;;;;;;
15.05.2017 20:00;02.апр;718.0;;;93;Ветер, дующий с северо-востока;2;;;100%.; ;;;;;;;;;;50.0;;Следы осадков;;;;;
16.05.2017 8:00;03.июл;715.0;;;100;Ветер, дующий с севера;3;;;100%.;Состояние неба в общем не изменилось. ;;;0.2;;;;;;;50.0;;;;;;;
16.05.2017 20:00;06.май;712.0;;;95;;;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;8.0;;;;;;50.0;;0.4;;;;;
17.05.2017 8:00;11.авг;715.0;;;48;Ветер, дующий с запада;9;;;90  или более, но не 100%; ;;;4.0;;;;;;;50.0;;;;;;;
17.05.2017 20:00;05.сен;713.0;;;64;Ветер, дующий с северо-запада;1;;;60%.; ;;;;14.мар;;;;;;50.0;;;;;;;
18.05.2017 8:00;03.июн;712.0;;;90;Ветер, дующий с юго-запада;3;;;100%.;Дождь незамерзающий с перерывами слабый в срок наблюдения. ;;;02.май;;;;;;;20.0;;;;;;;
18.05.2017 20:00;05.сен;721.0;;;50;Ветер, дующий с запада;8;;;70 – 80%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;07.авг;;;;;;50.0;;3.0;;;;;
19.05.2017 8:00;03.сен;726.0;;;47;Ветер, дующий с северо-запада;6;;;70 – 80%.; ;;;02.янв;;;;;;;50.0;;;;;;;
19.05.2017 20:00;2.0;729.0;;;80;Ветер, дующий с юго-запада;1;;;60%.;Состояние неба в общем не изменилось. ;;;;5.0;;;;;;50.0;;Следы осадков;;;;;
20.05.2017 8:00;3.0;730.0;;;71;Ветер, дующий с юга;2;;;10%  или менее, но не 0; ;;;;;;;;;;50.0;;;;;;;
20.05.2017 20:00;03.мар;726.0;;;55;Ветер, дующий с северо-запада;1;;;20–30%.; ;;;;;;;;;;50.0;;;;;;;
21.05.2017 8:00;02.июн;724.0;;;64;Ветер, дующий с запада;1;;;20–30%.; ;;;04.янв;;;;;;;50.0;;;;;;;
21.05.2017 20:00;08.май;716.0;;;45;Ветер, дующий с юго-запада;6;;;90  или более, но не 100%; ;;;;11.май;;;;;;50.0;;;;;;;
22.05.2017 8:00;05.май;723.0;;;53;Ветер, дующий с запада;6;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;04.апр;;;;;;;50.0;;;;;;;
22.05.2017 20:00;4.0;723.0;;;69;Ветер, дующий с юго-запада;2;;;100%.; ;;;;08.фев;;;;;;50.0;;;;;;;
23.05.2017 8:00;02.авг;722.0;;;97;Ветер, дующий с северо-востока;1;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;02.янв;;;;;;;50.0;;;;;;;
23.05.2017 20:00;03.янв;721.0;;;90;;0;;;90  или более, но не 100%;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;;;;;;;;50.0;;6.0;;;;;
24.05.2017 8:00;03.авг;719.0;;;92;Ветер, дующий с юго-запада;1;;;70 – 80%.; ;;;;;;;;;;50.0;;;;;;;
24.05.2017 20:00;03.сен;715.0;;;85;;0;;;60%.; ;;;;;;;;;;50.0;;;;;;;
25.05.2017 8:00;05.мар;715.0;;;84;Ветер, дующий с северо-востока;1;;;90  или более, но не 100%; ;;;1.0;;;;;;;50.0;;;;;;;
25.05.2017 20:00;10.0;713.0;;;62;Ветер, дующий с запада;1;;;20–30%.; ;;;;14.авг;;;;;;50.0;;;;;;;
26.05.2017 8:00;16.июл;716.0;;;57;Ветер, дующий с северо-запада;6;;;100%.; ;;;4.0;;;;;;;50.0;;;;;;;
26.05.2017 20:00;08.май;716.0;;;80;Ветер, дующий с юга;3;;;90  или более, но не 100%; ;;;;19.0;;;;;;50.0;;;;;;;
27.05.2017 8:00;11.фев;720.0;;;40;Ветер, дующий с запада;6;;;100%.; ;;;2.0;;;;;;;50.0;;;;;;;
27.05.2017 20:00;10.0;722.0;;;24;Ветер, дующий с запада;9;;;60%.; ;;;;;;;;;;50.0;;;;;;;
28.05.2017 8:00;05.май;726.0;;;62;Ветер, дующий с юга;3;;;70 – 80%.; ;;;03.авг;;;;;;;50.0;;;;;;;
28.05.2017 20:00;05.май;722.0;;;74;Ветер, дующий с севера;2;;;100%.;Состояние неба в общем не изменилось. ;;;;11.0;;;;;;50.0;;Следы осадков;;;;;
29.05.2017 8:00;07.авг;722.0;;;55;Ветер, дующий с северо-запада;4;;;90  или более, но не 100%; ;;;0.5;;;;;;;50.0;;;;;;;
29.05.2017 20:00;06.фев;720.0;;;41;Ветер, дующий с севера;1;;;50%.; ;;;;09.июн;;;;;;50.0;;;;;;;
30.05.2017 8:00;05.май;720.0;;;58;Ветер, дующий с севера;3;;;40%.; ;;;;;;;;;;50.0;;;;;;;
30.05.2017 20:00;10.0;718.0;;;31;Ветер, дующий с северо-востока;2;;;20–30%.; ;;;;12.май;;;;;;50.0;;;;;;;
31.05.2017 8:00;10.фев;719.0;;;45;Ветер, дующий с северо-востока;1;;;10%  или менее, но не 0; ;;;;;;;;;;50.0;;;;;;;
31.05.2017 20:00;06.май;716.0;;;57;Ветер, дующий с северо-востока;1;;;70 – 80%.; ;;;;11.0;;;;;;50.0;;;;;;;
01.06.2017 8:00;06.сен;717.0;;;55;Ветер, дующий с юго-запада;3;;;100%.; ;;;;;;;;;;50.0;;;;;;;
01.06.2017 20:00;10.0;719.0;;;76;Ветер, дующий с юго-запада;1;;;100%.;Состояние неба в общем не изменилось. ;;;;10.мар;;;;;;50.0;;Следы осадков;;;;;
02.06.2017 8:00;04.мар;722.0;;;97;Ветер, дующий с северо-востока;3;;;60%.;Туман или ледяной туман, небо видно, начался или усилился в течение последнего часа. ;;;02.май;;;;;;;0.5;;;;;;;
02.06.2017 20:00;08.май;721.0;;;86;Ветер, дующий с юга;2;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;10.май;;;;;;50.0;;2.0;;;;;
03.06.2017 8:00;04.июл;721.0;;;90;Ветер, дующий с северо-востока;3;;;70 – 80%.; ;;;-1.2;;;;;;;50.0;;;;;;;
03.06.2017 20:00;6.0;719.0;;;85;Ветер, дующий с северо-запада;2;;;70 – 80%.; ;;;;;;;;;;50.0;;;;;;;
04.06.2017 8:00;05.июл;717.0;;;91;;0;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;;;;;;
04.06.2017 20:00;10.фев;719.0;;;64;Ветер, дующий с северо-запада;4;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;13.авг;;;;;;50.0;;1.0;;;;;
05.06.2017 8:00;06.янв;719.0;;;77;Ветер, дующий с востока;1;;;100%.; ;;;1.0;;;;;;;50.0;;;;;;;
05.06.2017 20:00;06.мар;717.0;;;83;Ветер, дующий с юга;1;;;70 – 80%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;;;;;;;50.0;;Следы осадков;;;;;
06.06.2017 8:00;13.янв;717.0;;;59;Ветер, дующий с северо-запада;6;;;70 – 80%.; ;;;04.фев;;;;;;;50.0;;;;;;;
06.06.2017 20:00;11.0;715.0;;;76;Ветер, дующий с запада;2;;;100%.;Ливневый(ые) дождь(и). ;;;;13.авг;;;;;;10.0;;8.0;;;;;
07.06.2017 8:00;08.мар;716.0;;;81;Ветер, дующий с северо-востока;3;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;06.янв;;;;;;;50.0;;;;;;;
07.06.2017 20:00;05.мар;715.0;;;91;Ветер, дующий с северо-востока;2;;;60%.; ;;;;13.фев;;;;;;50.0;;;;;;;
08.06.2017 8:00;10.фев;719.0;;;36;Ветер, дующий с севера;3;;;70 – 80%.; ;;;01.июн;;;;;;;50.0;;;;;;;
08.06.2017 20:00;10.фев;717.0;;;41;Ветер, дующий с запада;2;;;20–30%.; ;;;;12.май;;;;;;50.0;;;;;;;
09.06.2017 8:00;06.авг;718.0;;;64;Ветер, дующий с северо-востока;4;;;20–30%.; ;;;0.5;;;;;;;50.0;;;;;;;
09.06.2017 20:00;11.июл;715.0;;;50;Штиль, безветрие;0;;;70 – 80%.; ;;;;12.мар;;;;;;50.0;;;;;;;
10.06.2017 8:00;16.июл;715.0;;;36;Ветер, дующий с севера;4;;;70 – 80%.; ;;;07.июн;;;;;;;50.0;;;;;;;
10.06.2017 20:00;14.июл;716.0;;;41;Ветер, дующий с северо-востока;1;;;70 – 80%.; ;;;;16.сен;;;;;;50.0;;;;;;;
11.06.2017 8:00;12.0;719.0;;;49;Ветер, дующий с юго-запада;1;;;40%.; ;;;09.май;;;;;;;50.0;;;;;;;
11.06.2017 20:00;13.июл;718.0;;;54;Ветер, дующий с севера;1;;;Облаков нет.; ;;;;17.янв;;;;;;50.0;;;;;;;
12.06.2017 8:00;18.фев;720.0;;;40;Ветер, дующий с северо-востока;3;;;20–30%.; ;;;05.июн;;;;;;;10.0;;;;;;;
12.06.2017 20:00;12.мар;718.0;;;63;Штиль, безветрие;0;;;Облаков нет.; ;;;;19.апр;;;;;;50.0;;;;;;;
13.06.2017 8:00;11.июл;720.0;;;60;Ветер, дующий с востока;1;;;40%.; ;;;;;;;;;;10.0;;;;;;;
13.06.2017 20:00;08.янв;720.0;;;85;Ветер, дующий с запада;2;;;100%.; ;;;;13.фев;;;;;;50.0;;;;;;;
14.06.2017 8:00;08.май;722.0;;;82;Ветер, дующий с северо-востока;2;;;60%.; ;;;;;;;;;;50.0;;;;;;;
14.06.2017 20:00;11.0;722.0;;;69;Ветер, дующий с севера;4;;;60%.;Состояние неба в общем не изменилось. ;;;;14.0;;;;;;50.0;;Следы осадков;;;;;
15.06.2017 8:00;17.май;721.0;;;49;Ветер, дующий с запада;4;;;60%.; ;;;7.0;;;;;;;50.0;;;;;;;
15.06.2017 20:00;13.янв;720.0;;;61;Ветер, дующий с севера;2;;;60%.; ;;;;19.0;;;;;;50.0;;;;;;;
16.06.2017 8:00;10.июн;725.0;;;66;Ветер, дующий с юга;3;;;40%.; ;;;;;;;;;;50.0;;;;;;;
16.06.2017 20:00;12.июл;716.0;;;68;Ветер, дующий с севера;1;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;12.сен;;;;;;50.0;;Следы осадков;;;;;
17.06.2017 8:00;10.апр;718.0;;;83;Ветер, дующий с юга;1;;;100%.; ;;;7.0;;;;;;;50.0;;;;;;;
17.06.2017 20:00;06.июл;718.0;;;86;Ветер, дующий с юга;2;;;70 – 80%.; ;;;;13.май;;;;;;50.0;;;;;;;
18.06.2017 8:00;08.апр;717.0;;;77;Ветер, дующий с северо-запада;1;;;60%.; ;;;03.май;;;;;;;50.0;;;;;;;
18.06.2017 20:00;09.июл;717.0;;;80;Ветер, дующий с юго-запада;2;;;60%.;Состояние неба в общем не изменилось. ;;;;12.фев;;;;;;50.0;;0.4;;;;;
19.06.2017 8:00;14.мар;720.0;;;67;Ветер, дующий с севера;2;;;100%.; ;;;5.0;;;;;;;50.0;;;;;;;
19.06.2017 20:00;18.мар;720.0;;;56;Ветер, дующий с юго-запада;1;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;18.авг;;;;;;50.0;;Осадков нет;12;;;;
20.06.2017 8:00;12.май;722.0;;;69;Ветер, дующий с северо-востока;1;;;60%.; ;;;08.май;;;;;;;50.0;;;;;;;
20.06.2017 20:00;11.июл;719.0;;;73;Ветер, дующий с юго-запада;4;;;70 – 80%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
21.06.2017 8:00;11.мар;720.0;;;72;Штиль, безветрие;0;;;20–30%.; ;;;;;;;;;;50.0;;;;;;;
21.06.2017 20:00;12.мар;718.0;;;73;Штиль, безветрие;0;;;20–30%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
22.06.2017 8:00;12.авг;719.0;;;62;Ветер, дующий с северо-востока;2;;;20–30%.; ;;;;;;;;;;50.0;;;;;;;
22.06.2017 20:00;11.0;717.0;;;72;Ветер, дующий с северо-востока;2;;;40%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
23.06.2017 8:00;11.июл;719.0;;;69;Ветер, дующий с северо-востока;2;;;70 – 80%.; ;;;;;;;;;;50.0;;;;;;;
23.06.2017 20:00;15.май;717.0;;;62;Ветер, дующий с запада;2;;;70 – 80%.; ;;;;16.июн;;;;;;50.0;;Осадков нет;12;;;;
24.06.2017 8:00;17.май;716.0;;;56;Ветер, дующий с северо-востока;2;;;70 – 80%.; ;;;;;;;;;;10.0;;;;;;;
24.06.2017 20:00;20.фев;713.0;;;45;Ветер, дующий с севера;2;;;60%.; ;;;;20.май;;;;;;50.0;;Осадков нет;12;;;;
25.06.2017 8:00;14.сен;713.0;;;57;Ветер, дующий с юга;1;;;20–30%.; ;;;10.авг;;;;;;;10.0;;;;;;;
25.06.2017 20:00;10.июн;712.0;;;77;Штиль, безветрие;0;;;70 – 80%.; ;;;;21.июн;;;;;;10.0;;Осадков нет;12;;;;
26.06.2017 8:00;08.май;713.0;;;81;Ветер, дующий с севера;3;;;60%.; ;;;06.май;;;;;;;10.0;;;;;;;
26.06.2017 20:00;16.май;712.0;;;54;Ветер, дующий с юга;2;;;70 – 80%.;Гроза, но без осадков, в срок наблюдения. ;;;;19.июн;;;;;;4.0;;Осадков нет;12;;;;
27.06.2017 8:00;09.янв;715.0;;;84;Ветер, дующий с юго-востока;2;;;40%.; ;;;07.май;;;;;;;10.0;;;;;;;
27.06.2017 20:00;15.0;717.0;;;81;Ветер, дующий с северо-запада;1;;;60%.; ;;;;17.июн;;;;;;50.0;;Осадков нет;12;;;;
28.06.2017 8:00;09.янв;719.0;;;87;Ветер, дующий с северо-востока;2;;;60%.; ;;;05.май;;;;;;;10.0;;;;;;;
28.06.2017 20:00;13.май;718.0;;;84;Ветер, дующий с запада;2;;;50%.;Состояние неба в общем не изменилось. ;;;;17.янв;;;;;;10.0;;0.3;12;;;;
29.06.2017 8:00;07.авг;720.0;;;97;Ветер, дующий с севера;2;;;20–30%.;Туман или обрывки ледяного тумана. ;;;7.0;;;;;;;10.0;;;;;;;
29.06.2017 20:00;11.май;718.0;;;81;Ветер, дующий с юго-запада;1;;;20–30%.; ;;;;20.апр;;;;;;10.0;;Осадков нет;12;;;;
30.06.2017 8:00;09.сен;719.0;;;82;Штиль, безветрие;0;;;60%.; ;;;6.0;;;;;;;10.0;;;;;;;
30.06.2017 20:00;16.янв;714.0;;;78;Ветер, дующий с севера;1;;;20–30%.; ;;;;17.янв;;;;;;50.0;;Осадков нет;12;;;;
01.07.2017 8:00;15.июл;714.0;;;73;Ветер, дующий с севера;2;;;20–30%.; ;;;;;;;;;;50.0;;;;;;;
01.07.2017 20:00;19.май;710.0;;;55;Ветер, дующий с северо-востока;1;;;70 – 80%.; ;;;;21.июн;;;;;;50.0;;Осадков нет;12;;;;
02.07.2017 8:00;16.мар;710.0;;;70;Ветер, дующий с северо-востока;2;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;14.0;;;;;;;20.0;;;;;;;
